"Sample Date","Facility","Salvage","Loss","Acrefeet"
2011-08-30,CVP,0,0.00,8266
1996-04-22,SWP,0,0.00,1093
2006-03-13,SWP,0,0.00,4747
2015-08-24,CVP,0,0.00,804
1994-11-22,SWP,0,0.00,4906
2006-08-17,SWP,0,0.00,13829
2020-04-13,SWP,0,0.00,1440
2022-01-23,CVP,0,0.00,8170
1999-05-02,CVP,0,0.00,3653
2010-08-13,SWP,0,0.00,12775
2008-08-29,CVP,0,0.00,8733
2001-11-15,SWP,0,0.00,9142
2019-08-22,SWP,0,0.00,12117
2013-11-13,SWP,0,0.00,3825
2007-08-15,CVP,0,0.00,8809
2008-04-01,CVP,4,3.88,1932
2018-11-08,SWP,0,0.00,1193
2016-09-15,CVP,0,0.00,6568
2008-10-30,CVP,0,0.00,6964
2021-07-06,CVP,0,0.00,1602
2022-08-26,CVP,0,0.00,5374
2020-06-13,SWP,0,0.00,552
2006-08-21,CVP,0,0.00,8691
2006-02-23,CVP,0,0.00,8585
2003-07-22,CVP,0,0.00,8695
2022-03-24,SWP,0,0.00,399
2007-02-17,SWP,0,0.00,4628
2016-06-16,SWP,0,0.00,5046
2014-05-25,CVP,0,0.00,1607
2019-06-10,CVP,0,0.00,8447
2020-12-28,CVP,0,0.00,1663
2003-05-30,CVP,0,0.00,7719
2012-10-29,SWP,0,0.00,7852
2002-04-28,SWP,0,0.00,1165
2004-12-21,SWP,0,0.00,11767
2005-05-19,SWP,0,0.00,2666
1999-08-31,CVP,0,0.00,8686
2012-08-05,CVP,0,0.00,8680
2010-12-18,SWP,0,0.00,11427
2022-07-29,SWP,0,0.00,1120
2013-11-22,SWP,0,0.00,2341
2006-04-19,SWP,3,13.99,5525
2000-04-01,SWP,6,27.58,10962
2001-04-04,SWP,0,0.00,5420
2012-02-18,SWP,4,16.90,2928
1995-08-27,SWP,0,0.00,12905
2011-10-07,SWP,0,0.00,11088
2016-05-22,SWP,0,0.00,3386
1998-10-09,CVP,0,0.00,8342
2005-01-09,SWP,12,52.02,12726
2017-11-05,SWP,0,0.00,2843
2018-01-17,CVP,0,0.00,7033
2018-07-01,SWP,0,0.00,496
2014-01-25,SWP,0,0.00,2927
1993-10-05,CVP,0,0.00,8790
2004-09-12,SWP,0,0.00,9356
2001-05-11,SWP,0,0.00,1443
2017-04-18,SWP,0,0.00,7028
2001-07-27,SWP,0,0.00,8798
2022-09-14,CVP,0,0.00,5389
1996-01-29,CVP,0,0.00,8588
1994-11-25,SWP,0,0.00,5433
2004-04-29,CVP,NS,0.00,0
1993-12-02,CVP,0,0.00,8387
2019-09-05,SWP,0,0.00,11110
1996-02-17,SWP,4,18.74,3568
2013-09-01,CVP,0,0.00,8345
1993-12-28,SWP,15,65.32,11574
2017-12-04,SWP,0,0.00,12626
2019-07-25,SWP,0,0.00,13299
2018-12-27,SWP,0,0.00,6818
2017-09-22,CVP,0,0.00,6958
2018-03-05,CVP,0,0.00,3653
2021-10-10,SWP,0,0.00,560
2007-08-31,CVP,0,0.00,8715
2014-09-21,CVP,0,0.00,3264
2017-08-28,SWP,0,0.00,13628
2021-11-29,SWP,0,0.00,1034
2013-02-22,SWP,0,0.00,2348
2014-02-21,SWP,0,0.00,1839
2015-05-04,CVP,0,0.00,1132
2021-05-17,CVP,0,0.00,1598
2010-11-08,SWP,0,0.00,9538
2000-07-04,CVP,0,0.00,8628
2009-10-22,SWP,0,0.00,5773
2015-10-26,CVP,0,0.00,1891
1994-11-20,SWP,0,0.00,6276
2015-04-05,SWP,0,0.00,983
2017-03-03,CVP,0,0.00,7371
2020-04-24,SWP,2,8.68,1224
2004-02-09,CVP,0,0.00,7252
2010-05-29,CVP,0,0.00,5602
1999-01-23,SWP,0,0.00,4597
2011-12-22,SWP,0,0.00,8152
2018-06-04,SWP,0,0.00,2228
2004-10-04,SWP,0,0.00,2914
1996-07-06,SWP,0,0.00,12513
2007-02-01,CVP,0,0.00,8653
2013-04-27,SWP,0,0.00,1759
2000-08-29,CVP,0,0.00,8646
2000-09-20,CVP,0,0.00,8486
2022-03-13,CVP,0,0.00,1553
1997-02-14,SWP,0,0.00,4942
2020-05-12,CVP,0,0.00,1893
2011-10-02,SWP,0,0.00,13328
1997-04-16,CVP,0,0.00,1492
2018-10-21,CVP,0,0.00,8420
2005-06-20,CVP,0,0.00,8624
2014-03-26,SWP,0,0.00,2008
2003-05-31,SWP,0,0.00,13135
2021-08-16,SWP,0,0.00,467
2015-03-27,SWP,0,0.00,1073
2009-10-19,CVP,0,0.00,8045
2002-10-16,SWP,0,0.00,1801
2022-04-16,CVP,0,0.00,1786
1995-09-11,CVP,0,0.00,8822
1999-04-03,CVP,12,10.56,3127
2012-05-17,CVP,0,0.00,8332
2012-11-12,SWP,0,0.00,3901
1997-12-28,SWP,0,0.00,13812
2005-03-24,SWP,0,0.00,8697
2003-02-20,CVP,0,0.00,8504
2017-07-01,SWP,0,0.00,13354
1995-06-08,SWP,0,0.00,7868
2001-01-20,SWP,0,0.00,3952
1996-08-11,CVP,0,0.00,8766
1995-12-29,CVP,0,0.00,8324
1997-06-18,SWP,0,0.00,9412
2013-06-14,CVP,0,0.00,1593
1997-09-03,SWP,0,0.00,11992
2008-08-20,CVP,0,0.00,7236
2014-12-12,SWP,0,0.00,12457
2017-10-22,SWP,0,0.00,1421
2015-08-07,SWP,0,0.00,654
2001-11-03,CVP,0,0.00,8203
2010-11-20,SWP,0,0.00,8913
2012-08-11,SWP,0,0.00,12409
2017-06-04,SWP,0,0.00,12606
2022-04-19,SWP,0,0.00,1034
2021-09-09,CVP,0,0.00,3458
2004-04-04,CVP,0,0.00,8292
2008-07-06,SWP,0,0.00,5995
2001-11-09,SWP,0,0.00,3986
1998-07-16,CVP,0,0.00,8452
2019-05-02,SWP,0,0.00,627
1996-06-06,CVP,0,0.00,8815
2012-11-20,CVP,0,0.00,6980
2015-12-10,SWP,0,0.00,373
2007-09-02,SWP,0,0.00,11737
2017-04-05,CVP,4,2.88,7428
2019-10-16,SWP,0,0.00,726
2002-07-06,CVP,0,0.00,8626
1997-04-07,SWP,0,0.00,5988
2013-07-08,CVP,0,0.00,7374
2000-08-29,SWP,0,0.00,13475
2021-10-03,SWP,0,0.00,560
1996-11-25,CVP,0,0.00,8210
2009-09-23,SWP,0,0.00,2207
2016-09-27,SWP,0,0.00,6655
2021-07-26,CVP,0,0.00,1597
2022-02-10,SWP,NS,0.00,0
2000-05-11,CVP,0,0.00,1706
2017-06-01,SWP,0,0.00,13142
2020-09-21,CVP,0,0.00,6284
2014-07-06,CVP,0,0.00,1605
1993-11-14,SWP,0,0.00,5628
2003-06-30,CVP,0,0.00,8613
2019-03-17,CVP,0,0.00,1621
2014-09-08,CVP,0,0.00,200
1997-09-29,SWP,0,0.00,12418
2004-01-26,SWP,3,12.69,14034
2018-05-18,SWP,0,0.00,2122
2010-05-24,CVP,0,0.00,1564
2012-04-01,SWP,4,17.93,2184
2014-12-06,CVP,0,0.00,1873
2012-02-25,CVP,0,0.00,1979
2007-06-22,SWP,0,0.00,1852
2011-08-26,SWP,0,0.00,14025
1996-08-23,CVP,0,0.00,8826
2002-12-08,CVP,0,0.00,5388
1999-08-04,SWP,0,0.00,13031
2013-01-31,CVP,0,0.00,3860
2004-07-29,SWP,0,0.00,12982
2007-02-11,SWP,0,0.00,5705
1993-11-15,SWP,0,0.00,5578
2022-09-12,CVP,0,0.00,5363
2014-08-31,SWP,0,0.00,4606
2016-01-12,SWP,0,0.00,5020
2004-04-02,SWP,0,0.00,7253
2008-11-20,CVP,0,0.00,5386
2012-07-06,SWP,0,0.00,9790
2020-12-03,SWP,0,0.00,3845
2002-06-18,SWP,0,0.00,4806
2017-08-01,CVP,0,0.00,8674
1995-03-25,CVP,0,0.00,1776
2003-02-27,CVP,48,31.23,8656
2003-02-23,SWP,6,26.42,14297
2017-05-23,CVP,0,0.00,3694
2001-01-18,SWP,0,0.00,3194
2013-04-29,SWP,0,0.00,3340
2020-09-15,SWP,0,0.00,2826
2005-03-25,SWP,0,0.00,7084
2015-02-15,CVP,0,0.00,1641
2012-06-27,CVP,0,0.00,5413
2006-12-13,CVP,0,0.00,8441
1994-11-07,CVP,0,0.00,2011
2019-05-23,CVP,0,0.00,2733
2003-04-26,CVP,0,0.00,1704
2013-02-10,SWP,0,0.00,2998
2016-01-02,CVP,0,0.00,3799
1998-08-29,SWP,0,0.00,8190
2008-05-09,SWP,0,0.00,1284
2006-08-27,SWP,0,0.00,14449
2006-06-29,SWP,0,0.00,3869
2016-01-26,CVP,0,0.00,4173
2021-01-09,SWP,0,0.00,7108
1995-04-30,CVP,0,0.00,7106
1999-03-01,CVP,0,0.00,8571
2018-11-18,SWP,0,0.00,1931
1999-02-24,SWP,0,0.00,5537
2014-09-17,CVP,0,0.00,3741
2016-08-18,CVP,0,0.00,6646
2000-10-21,CVP,0,0.00,8388
2022-07-20,CVP,0,0.00,5334
1994-02-11,SWP,0,0.00,5605
2001-08-01,SWP,0,0.00,10109
2018-11-25,SWP,0,0.00,4110
2005-12-07,SWP,0,0.00,13673
2011-10-26,CVP,0,0.00,8152
2014-02-13,CVP,0,0.00,5140
2005-04-17,SWP,0,0.00,7853
2007-01-07,SWP,0,0.00,7797
1995-01-05,SWP,0,0.00,11418
2014-05-28,SWP,0,0.00,372
2022-06-30,SWP,NS,0.00,0
2006-01-05,CVP,0,0.00,7694
2001-12-23,SWP,18,80.01,14098
2003-08-07,CVP,0,0.00,8469
2001-08-30,CVP,0,0.00,8410
2018-04-02,SWP,2,8.88,6092
2011-01-09,CVP,0,0.00,8098
2012-02-21,SWP,0,0.00,2184
2013-07-27,CVP,0,0.00,7148
2007-08-18,SWP,0,0.00,14068
1995-07-02,SWP,0,0.00,10613
1998-01-04,SWP,12,53.98,13895
2003-04-25,CVP,0,0.00,1697
2019-11-07,CVP,0,0.00,1738
2017-05-02,SWP,0,0.00,10980
1996-06-08,CVP,0,0.00,8967
1996-05-11,SWP,0,0.00,1193
1997-08-21,CVP,0,0.00,8773
1994-09-17,SWP,0,0.00,5702
2002-03-20,SWP,0,0.00,10448
2014-04-22,CVP,0,0.00,4689
1995-03-16,CVP,0,0.00,1058
2013-11-13,CVP,0,0.00,4978
1995-02-10,CVP,0,0.00,8438
2014-03-20,CVP,12,8.65,5461
1996-07-26,SWP,0,0.00,12135
2011-07-23,CVP,0,0.00,8295
1996-02-29,CVP,0,0.00,3808
2009-08-17,CVP,0,0.00,8198
2006-07-29,SWP,0,0.00,13741
1996-05-19,SWP,0,0.00,4578
2022-03-25,SWP,0,0.00,596
2002-10-09,CVP,0,0.00,8791
2012-07-18,CVP,0,0.00,8764
2015-12-29,CVP,0,0.00,5440
2007-11-14,SWP,0,0.00,6422
2001-06-04,CVP,0,0.00,4581
2013-04-16,SWP,0,0.00,1365
2001-12-31,CVP,0,0.00,8100
2019-12-13,SWP,0,0.00,13165
2001-07-17,CVP,0,0.00,8374
1995-06-13,CVP,0,0.00,3463
2007-08-09,SWP,0,0.00,13826
1999-09-05,CVP,0,0.00,8695
2010-10-25,SWP,0,0.00,7790
2010-05-11,CVP,0,0.00,1626
2004-06-28,CVP,0,0.00,8578
1997-08-17,CVP,0,0.00,8832
2008-05-07,SWP,0,0.00,1315
2009-03-10,SWP,12,54.29,4376
1999-10-21,CVP,0,0.00,8439
2004-05-07,CVP,NS,0.00,0
2017-08-27,CVP,0,0.00,8674
1994-11-17,SWP,0,0.00,4149
2012-06-24,SWP,0,0.00,3069
2020-03-02,SWP,NS,0.00,0
2004-08-17,CVP,0,0.00,8827
1999-01-08,CVP,0,0.00,4002
2012-05-16,SWP,NS,0.00,0
2001-07-10,SWP,0,0.00,9013
2000-12-21,SWP,0,0.00,13356
2013-08-10,SWP,0,0.00,10333
2002-05-16,CVP,0,0.00,1648
2007-03-16,SWP,0,0.00,5427
2004-07-09,CVP,0,0.00,8760
2000-10-12,CVP,0,0.00,8369
2006-08-17,CVP,0,0.00,8706
1994-03-06,CVP,24,16.29,5365
1994-11-12,SWP,0,0.00,11336
1996-04-01,SWP,0,0.00,8507
2012-08-23,SWP,0,0.00,13766
2012-05-08,CVP,0,0.00,1992
2020-09-13,CVP,0,0.00,8576
2014-07-02,CVP,0,0.00,1615
2015-07-08,SWP,0,0.00,866
2008-08-31,CVP,0,0.00,8683
1999-07-17,SWP,0,0.00,11247
2002-05-19,CVP,0,0.00,1646
2011-12-09,CVP,0,0.00,7950
2013-04-25,SWP,0,0.00,1607
2022-09-15,SWP,0,0.00,1897
2014-11-21,SWP,0,0.00,3797
2018-10-12,CVP,0,0.00,8453
2016-01-08,SWP,0,0.00,6291
2015-08-10,SWP,0,0.00,637
2003-02-10,CVP,0,0.00,8501
2011-10-19,SWP,0,0.00,12032
2007-06-09,CVP,0,0.00,1683
2008-03-02,SWP,0,0.00,2318
2007-12-19,SWP,0,0.00,6875
2004-05-23,SWP,0,0.00,1008
2012-02-20,SWP,0,0.00,2184
2017-12-21,SWP,0,0.00,5471
2003-09-02,SWP,0,0.00,13701
2013-08-23,CVP,0,0.00,8288
2018-02-25,SWP,0,0.00,1235
2018-05-09,CVP,0,0.00,3599
2019-12-05,CVP,0,0.00,6865
2006-02-19,CVP,12,7.81,8612
2008-12-08,SWP,0,0.00,1872
2010-12-14,CVP,4,2.33,8116
2019-03-19,CVP,0,0.00,1681
2015-11-03,CVP,0,0.00,3231
2010-10-18,SWP,0,0.00,9511
2018-08-26,CVP,0,0.00,8448
2019-08-11,SWP,0,0.00,990
2007-09-16,CVP,0,0.00,8584
2012-07-25,CVP,0,0.00,8702
1996-06-13,CVP,0,0.00,8540
2011-01-18,SWP,8,35.32,14704
1995-07-11,CVP,0,0.00,8900
2020-11-02,CVP,0,0.00,3708
1996-12-08,SWP,0,0.00,12514
1993-10-04,CVP,0,0.00,8740
2010-05-07,CVP,0,0.00,1631
2016-05-19,CVP,0,0.00,844
2009-08-28,CVP,0,0.00,8195
1998-08-29,CVP,0,0.00,8806
2012-03-07,CVP,0,0.00,1982
1998-03-02,SWP,0,0.00,2225
2002-05-26,CVP,0,0.00,1833
2007-03-19,SWP,8,35.44,6440
2016-02-14,CVP,0,0.00,6753
2003-01-04,SWP,12,51.07,14379
2005-03-09,SWP,9,39.06,5836
2009-07-28,CVP,0,0.00,8441
2006-06-01,SWP,0,0.00,3725
1999-11-16,SWP,0,0.00,6754
2011-02-17,SWP,2,8.65,12590
2012-02-11,CVP,0,0.00,1983
2006-04-30,SWP,0,0.00,8727
2007-07-23,SWP,0,0.00,13252
2021-04-04,SWP,NS,0.00,0
2014-03-16,SWP,0,0.00,6888
1997-04-04,CVP,0,0.00,8978
2021-03-22,SWP,0,0.00,1235
2022-04-17,SWP,0,0.00,1034
2000-12-27,SWP,0,0.00,8127
2018-06-30,SWP,0,0.00,121
2017-08-16,SWP,0,0.00,14136
1997-09-22,CVP,0,0.00,8577
2001-08-15,CVP,0,0.00,8204
2016-02-26,SWP,0,0.00,4660
2013-08-30,CVP,0,0.00,8342
2005-05-26,SWP,0,0.00,3266
1999-04-22,CVP,0,0.00,1970
2008-11-04,SWP,0,0.00,3882
2001-04-15,CVP,0,0.00,5447
2012-04-30,CVP,0,0.00,1699
1999-04-02,SWP,38,167.42,7090
2005-06-25,CVP,0,0.00,8546
2001-10-07,SWP,0,0.00,1145
1997-04-22,SWP,0,0.00,1104
2011-06-26,SWP,0,0.00,13020
2021-06-07,CVP,0,0.00,1594
2004-08-11,CVP,0,0.00,8894
1995-01-30,SWP,18,83.03,15848
1999-05-18,CVP,0,0.00,2684
2020-03-14,SWP,0,0.00,2961
1996-01-31,CVP,0,0.00,8614
2014-03-29,CVP,0,0.00,1595
2017-06-01,CVP,0,0.00,8280
2000-02-19,SWP,48,209.59,16719
2020-04-19,CVP,0,0.00,1956
2008-12-05,CVP,0,0.00,3714
2008-08-21,SWP,0,0.00,3084
2000-09-01,CVP,0,0.00,8763
2002-08-30,CVP,0,0.00,8477
2001-09-03,SWP,0,0.00,5021
2014-08-17,CVP,0,0.00,1601
2000-09-08,SWP,0,0.00,13612
2013-06-01,SWP,0,0.00,2937
1995-01-26,CVP,0,0.00,8186
2004-02-27,CVP,48,31.23,8877
1996-01-14,CVP,0,0.00,8428
2007-12-13,SWP,0,0.00,8419
1997-10-15,SWP,0,0.00,12754
2019-04-20,SWP,4,16.76,1652
2012-01-10,SWP,0,0.00,6608
2012-03-08,CVP,0,0.00,1977
2021-09-25,CVP,0,0.00,5357
1997-07-29,CVP,0,0.00,8809
1999-09-11,CVP,0,0.00,8659
2017-01-07,CVP,0,0.00,8078
2016-08-20,CVP,0,0.00,6631
2012-04-28,CVP,0,0.00,1619
2020-09-28,SWP,0,0.00,2226
2011-07-15,SWP,0,0.00,14053
2008-05-19,SWP,0,0.00,1588
2000-07-15,CVP,0,0.00,8532
2013-05-15,CVP,0,0.00,1942
2012-03-12,SWP,0,0.00,2184
2020-08-31,SWP,0,0.00,6408
2010-01-14,CVP,0,0.00,1995
2003-09-20,SWP,0,0.00,14002
2005-01-17,SWP,0,0.00,15123
2006-06-15,SWP,0,0.00,8129
2021-04-26,CVP,0,0.00,1595
2004-02-19,CVP,0,0.00,7361
2020-04-10,SWP,0,0.00,2124
1999-08-26,SWP,0,0.00,14388
1996-12-20,SWP,0,0.00,1451
2019-11-07,SWP,0,0.00,5025
1998-11-27,SWP,0,0.00,3022
2011-04-08,SWP,4,17.52,7352
2012-02-12,CVP,0,0.00,1980
1994-05-22,SWP,0,0.00,748
2005-05-11,CVP,0,0.00,1800
2016-09-04,SWP,0,0.00,13797
2002-02-28,CVP,0,0.00,7911
2015-04-25,CVP,0,0.00,1602
2001-03-30,SWP,9,41.36,7451
2011-02-23,SWP,16,70.82,11776
2017-09-27,CVP,0,0.00,6963
2003-08-27,CVP,0,0.00,8677
2014-04-29,CVP,0,0.00,4951
2012-08-01,CVP,0,0.00,7308
2013-03-28,SWP,6,26.99,5591
1999-02-06,SWP,0,0.00,282
2018-12-20,CVP,0,0.00,7953
2009-03-16,SWP,8,36.09,6249
2009-05-31,CVP,NS,0.00,0
1998-09-21,CVP,0,0.00,8452
2003-03-06,CVP,24,15.62,8532
2021-08-10,SWP,0,0.00,455
1994-12-26,CVP,0,0.00,8153
2002-05-01,CVP,0,0.00,1680
2008-10-06,SWP,0,0.00,1259
2005-04-06,CVP,0,0.00,5470
2017-08-24,SWP,0,0.00,13621
2006-07-12,SWP,0,0.00,10609
2016-04-30,SWP,0,0.00,3076
2011-12-10,SWP,0,0.00,12576
2012-11-28,CVP,0,0.00,8753
2004-03-31,SWP,0,0.00,11047
2017-09-18,CVP,0,0.00,8466
1995-01-10,CVP,0,0.00,7896
2019-12-04,SWP,0,0.00,12332
2007-03-07,CVP,84,54.65,8869
2017-10-28,CVP,0,0.00,8647
1997-09-20,CVP,0,0.00,8553
2019-12-26,CVP,0,0.00,6822
1997-03-27,SWP,1,4.64,4490
1996-09-10,CVP,0,0.00,8664
2003-09-20,CVP,0,0.00,8702
2019-07-13,CVP,0,0.00,8532
1995-04-29,CVP,12,8.65,7114
2014-10-30,SWP,0,0.00,744
1998-01-12,CVP,0,0.00,8102
2013-06-21,SWP,0,0.00,3197
1994-07-31,CVP,0,0.00,4038
2009-02-20,SWP,0,0.00,5766
1997-02-04,SWP,0,0.00,2283
1996-06-20,CVP,0,0.00,8720
2000-07-01,SWP,0,0.00,12603
2001-02-18,CVP,96,69.17,6475
2016-10-26,SWP,0,0.00,5716
1998-06-22,CVP,0,0.00,5535
1997-05-18,CVP,0,0.00,1946
2002-10-22,CVP,0,0.00,7477
1996-09-28,CVP,0,0.00,8383
1996-09-16,SWP,0,0.00,13230
2010-04-10,CVP,0,0.00,1635
2001-12-12,SWP,0,0.00,12830
2008-04-13,SWP,0,0.00,968
1998-01-01,SWP,26,116.51,13877
2002-05-20,CVP,0,0.00,1643
2020-10-09,CVP,0,0.00,6771
2006-08-21,SWP,0,0.00,14387
2001-03-02,SWP,54,237.78,9787
2009-07-09,CVP,0,0.00,6813
2022-05-20,CVP,0,0.00,1804
1995-09-28,SWP,0,0.00,6469
1997-09-28,CVP,0,0.00,8534
2006-07-02,CVP,0,0.00,8660
2000-09-06,SWP,0,0.00,13393
2015-02-10,SWP,0,0.00,10886
1999-01-17,SWP,0,0.00,6611
2000-11-02,SWP,0,0.00,12825
2020-09-01,CVP,0,0.00,8550
2002-06-02,SWP,0,0.00,2521
2004-06-19,CVP,0,0.00,8676
2012-04-26,SWP,0,0.00,1365
2015-05-02,SWP,0,0.00,1074
2013-05-30,CVP,0,0.00,1606
2007-10-04,CVP,0,0.00,8478
2020-08-16,CVP,0,0.00,8518
2011-05-23,CVP,0,0.00,2002
2006-03-20,CVP,24,15.62,8515
2006-08-08,CVP,0,0.00,8703
2020-02-18,SWP,0,0.00,3366
2006-07-30,CVP,0,0.00,8623
2008-11-02,CVP,0,0.00,5901
2007-06-15,CVP,0,0.00,5107
2018-11-22,SWP,0,0.00,4927
2003-07-11,SWP,0,0.00,13848
2001-12-24,SWP,18,78.36,14330
1999-11-06,CVP,0,0.00,8402
2020-12-20,CVP,0,0.00,1641
2011-01-07,CVP,4,2.60,8122
2017-07-28,CVP,0,0.00,8680
2014-11-02,CVP,0,0.00,1666
2020-09-20,SWP,0,0.00,3304
2017-07-20,SWP,0,0.00,14617
2001-11-01,CVP,0,0.00,8070
2001-05-04,CVP,0,0.00,1472
1998-01-03,CVP,0,0.00,8011
2018-05-20,CVP,0,0.00,5162
2021-09-22,CVP,0,0.00,5364
2004-02-10,CVP,24,17.29,7256
1993-10-03,SWP,0,0.00,13144
2010-08-27,SWP,0,0.00,12438
2005-12-21,SWP,6,26.11,13785
2017-08-29,CVP,0,0.00,8697
2015-01-09,CVP,0,0.00,1894
2018-12-04,CVP,0,0.00,7989
2022-06-10,CVP,0,0.00,1804
2013-08-12,SWP,0,0.00,10883
2013-09-26,SWP,0,0.00,7928
2011-02-07,CVP,0,0.00,6296
2015-06-01,SWP,0,0.00,1274
2022-03-18,SWP,0,0.00,821
2021-08-11,SWP,0,0.00,455
2019-06-03,SWP,0,0.00,12835
1997-04-02,SWP,6,27.55,3294
2017-11-27,SWP,0,0.00,13874
1998-10-17,CVP,0,0.00,8128
2015-11-02,SWP,NS,0.00,0
2003-11-18,CVP,0,0.00,8459
2008-11-01,SWP,0,0.00,787
2021-11-05,SWP,NS,0.00,0
2016-03-08,CVP,0,0.00,6771
1996-03-01,SWP,0,0.00,5090
2020-02-08,CVP,0,0.00,7135
2015-12-09,SWP,0,0.00,373
2016-12-02,CVP,0,0.00,8085
1996-07-14,CVP,0,0.00,8904
2010-07-01,SWP,0,0.00,9518
2006-01-26,CVP,0,0.00,7687
2000-02-02,SWP,17,73.36,14042
2020-10-11,SWP,0,0.00,475
2009-04-30,SWP,0,0.00,887
2009-05-07,SWP,0,0.00,2159
2020-06-12,CVP,0,0.00,5342
2019-03-14,SWP,0,0.00,11463
2008-05-20,CVP,0,0.00,1679
2018-10-15,SWP,0,0.00,5717
1997-03-15,SWP,3,13.46,6688
2010-02-16,CVP,0,0.00,6867
2007-12-14,SWP,0,0.00,9865
2017-12-18,SWP,0,0.00,5925
2005-03-16,CVP,12,7.81,5291
2015-02-17,CVP,0,0.00,1640
1995-10-03,SWP,0,0.00,4204
2022-07-13,CVP,0,0.00,5368
2000-06-12,SWP,0,0.00,9015
2014-02-26,CVP,0,0.00,1587
2019-11-15,SWP,0,0.00,10156
2019-08-27,CVP,0,0.00,8546
2013-02-11,CVP,0,0.00,3686
1998-09-22,SWP,0,0.00,8413
2003-04-20,SWP,0,0.00,1253
1996-09-14,CVP,0,0.00,8510
2017-11-02,CVP,0,0.00,5368
1999-03-07,CVP,12,7.81,8646
2020-03-18,SWP,0,0.00,3400
2015-12-09,CVP,0,0.00,786
1999-09-22,CVP,0,0.00,8299
2011-09-07,CVP,0,0.00,7417
2013-07-04,CVP,0,0.00,6880
2017-09-26,SWP,0,0.00,11757
2021-12-28,CVP,0,0.00,3403
2010-01-25,SWP,0,0.00,5422
2022-02-23,SWP,NS,0.00,0
1994-04-10,SWP,0,0.00,742
2013-09-14,CVP,0,0.00,5676
2000-10-16,CVP,0,0.00,8412
2021-02-27,SWP,0,0.00,2784
2002-11-29,CVP,0,0.00,8427
1995-09-14,CVP,0,0.00,8676
2002-03-30,CVP,48,31.23,8326
1993-12-29,SWP,12,53.17,9954
1995-05-10,CVP,0,0.00,5178
2004-04-08,SWP,0,0.00,4030
2003-01-02,SWP,12,53.27,10031
2012-12-12,SWP,0,0.00,13059
2007-05-12,CVP,0,0.00,1683
2019-04-05,CVP,0,0.00,3590
2002-01-09,SWP,0,0.00,3293
2018-05-17,CVP,0,0.00,1893
2009-10-03,CVP,0,0.00,8134
2009-09-19,SWP,0,0.00,5043
2014-08-06,SWP,0,0.00,2685
1997-08-25,SWP,0,0.00,10641
1994-03-02,SWP,2,10.16,2977
2014-08-30,CVP,0,0.00,136
2009-11-16,SWP,0,0.00,2400
1999-12-27,CVP,0,0.00,7772
2010-05-12,CVP,0,0.00,1633
2003-10-05,CVP,0,0.00,8626
2012-02-28,SWP,9,37.92,2928
2000-11-25,CVP,0,0.00,8105
1999-10-24,CVP,0,0.00,8501
2014-01-11,SWP,0,0.00,1111
2008-06-22,CVP,0,0.00,2031
2001-12-09,SWP,0,0.00,13004
2004-02-17,CVP,24,17.29,7390
2011-08-12,SWP,0,0.00,14016
2012-09-23,CVP,0,0.00,6980
2019-06-28,SWP,0,0.00,685
2022-01-05,CVP,0,0.00,6898
2006-09-14,SWP,0,0.00,14920
2008-01-10,CVP,0,0.00,7495
2016-10-15,SWP,0,0.00,3940
1996-07-24,SWP,0,0.00,11763
2019-02-15,CVP,4,2.60,8389
1996-05-15,SWP,0,0.00,1210
1999-11-24,CVP,0,0.00,8117
2000-05-15,CVP,0,0.00,1707
1996-04-04,SWP,0,0.00,4818
2004-05-16,SWP,0,0.00,1462
2016-01-19,CVP,0,0.00,3793
2018-08-13,CVP,0,0.00,8440
2001-01-02,CVP,0,0.00,7817
2010-03-08,SWP,32,142.41,8338
2022-07-01,SWP,NS,0.00,0
2018-04-04,CVP,0,0.00,5403
2006-04-17,SWP,0,0.00,3872
2002-01-24,CVP,0,0.00,8270
2003-03-31,CVP,12,7.81,8631
1997-01-09,CVP,0,0.00,7486
1996-07-17,CVP,0,0.00,8963
2022-08-04,CVP,0,0.00,5367
1994-06-16,CVP,0,0.00,3228
1995-09-08,SWP,0,0.00,7339
2021-08-17,SWP,0,0.00,467
1994-11-08,CVP,0,0.00,2011
1996-03-15,SWP,0,0.00,4591
2012-03-19,SWP,0,0.00,2928
2002-09-14,CVP,0,0.00,8524
2016-04-13,CVP,0,0.00,1977
1996-11-06,SWP,0,0.00,11426
2018-09-08,CVP,0,0.00,8471
2002-10-02,CVP,0,0.00,8574
2017-04-16,SWP,0,0.00,2939
2006-01-12,CVP,0,0.00,7684
2016-04-29,SWP,0,0.00,3076
1997-07-14,CVP,0,0.00,8586
2006-05-04,SWP,0,0.00,1255
2001-03-05,CVP,48,31.23,8085
2003-10-22,CVP,0,0.00,8686
2007-11-05,SWP,0,0.00,3886
2015-02-09,SWP,0,0.00,9228
2016-10-29,CVP,0,0.00,8099
2015-09-29,CVP,0,0.00,1602
2016-07-08,CVP,0,0.00,1587
2013-07-09,CVP,0,0.00,7345
2000-01-31,CVP,0,0.00,7993
2004-12-03,CVP,0,0.00,8637
2020-05-19,SWP,NS,0.00,0
2008-04-12,SWP,0,0.00,968
2004-07-07,CVP,0,0.00,8236
2013-01-20,SWP,0,0.00,7168
2012-05-21,SWP,0,0.00,6416
2020-03-17,CVP,0,0.00,5412
2020-05-16,SWP,0,0.00,2266
